year,round,type,institute,program,quota,category,gender,orank,crank
2017,7,"IIT","Indian Institute of Technology Kanpur","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",204,378
2017,7,"IIT","Indian Institute of Technology Kanpur","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",11,11
2017,7,"IIT","Indian Institute of Technology Kanpur","Electrical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",118,263
2017,7,"IIT","Indian Institute of Technology Kanpur","Electrical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",46,145
2017,7,"IIT","Indian Institute of Technology Kanpur","Materials Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",3059,4134
2017,7,"IIT","Indian Institute of Technology Kanpur","Materials Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",200,200
2017,7,"IIT","Indian Institute of Technology Kanpur","Materials Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",1454,2110
2017,7,"IIT","Indian Institute of Technology Kanpur","Materials Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",70,70
2017,7,"IIT","Indian Institute of Technology Kanpur","Materials Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",1004,1572
2017,7,"IIT","Indian Institute of Technology Kanpur","Materials Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",673,748
2017,7,"IIT","Indian Institute of Technology Kanpur","Mathematics and Scientific Computing (4 Years, Bachelor of Science)","AI","OPEN","NA",365,921
2017,7,"IIT","Indian Institute of Technology Kanpur","Mathematics and Scientific Computing (4 Years, Bachelor of Science)","AI","OBC-NCL","NA",263,498
2017,7,"IIT","Indian Institute of Technology Kanpur","Mathematics and Scientific Computing (4 Years, Bachelor of Science)","AI","SC","NA",316,580
2017,7,"IIT","Indian Institute of Technology Kanpur","Mathematics and Scientific Computing (4 Years, Bachelor of Science)","AI","ST","NA",164,308
2017,7,"IIT","Indian Institute of Technology Kanpur","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",943,1409
2017,7,"IIT","Indian Institute of Technology Kanpur","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",40,40
2017,7,"IIT","Indian Institute of Technology Kanpur","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",210,623
2017,7,"IIT","Indian Institute of Technology Kanpur","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",187,321
2017,7,"IIT","Indian Institute of Technology Kanpur","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",89,163
2017,7,"IIT","Indian Institute of Technology Kanpur","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","ST (PwD)","NA",3,3
2017,7,"IIT","Indian Institute of Technology Kanpur","Physics (4 Years, Bachelor of Science)","AI","OPEN","NA",303,3703
2017,7,"IIT","Indian Institute of Technology Kanpur","Physics (4 Years, Bachelor of Science)","AI","OPEN (PwD)","NA",202,202
2017,7,"IIT","Indian Institute of Technology Kanpur","Physics (4 Years, Bachelor of Science)","AI","OBC-NCL","NA",1271,2696
2017,7,"IIT","Indian Institute of Technology Kanpur","Physics (4 Years, Bachelor of Science)","AI","OBC-NCL (PwD)","NA",3,3
2017,7,"IIT","Indian Institute of Technology Kanpur","Physics (4 Years, Bachelor of Science)","AI","SC","NA",1003,1428
2017,7,"IIT","Indian Institute of Technology Kanpur","Physics (4 Years, Bachelor of Science)","AI","ST","NA",559,678
2017,7,"IIT","Indian Institute of Technology Madras","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",1506,2995
2017,7,"IIT","Indian Institute of Technology Madras","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",1077,1368
2017,7,"IIT","Indian Institute of Technology Madras","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",11,11
2017,7,"IIT","Indian Institute of Technology Madras","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",492,770
2017,7,"IIT","Indian Institute of Technology Madras","Aerospace Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",297,357
2017,7,"IIT","Indian Institute of Technology Madras","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",869,3360
2017,7,"IIT","Indian Institute of Technology Madras","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",728,1425
2017,7,"IIT","Indian Institute of Technology Madras","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",805,805
2017,7,"IIT","Indian Institute of Technology Madras","Aerospace Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",493,493
2017,7,"IIT","Indian Institute of Technology Madras","Biological Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",2522,6345
2017,7,"IIT","Indian Institute of Technology Madras","Biological Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",2128,2658
2017,7,"IIT","Indian Institute of Technology Madras","Biological Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",1238,1918
2017,7,"IIT","Indian Institute of Technology Madras","Biological Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",806,1016
2017,7,"IIT","Indian Institute of Technology Madras","Biological Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))","AI","OPEN","NA",3438,8849
2017,7,"IIT","Indian Institute of Technology Madras","Biological Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))","AI","OPEN (PwD)","NA",215,215
2017,7,"IIT","Indian Institute of Technology Madras","Biological Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))","AI","OBC-NCL","NA",2776,3593
2017,7,"IIT","Indian Institute of Technology Madras","Biological Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))","AI","SC","NA",1938,2152
2017,7,"IIT","Indian Institute of Technology Madras","Biological Sciences (5 Years, Bachelor of Science and Master of Science (Dual Degree))","AI","ST","NA",902,1089
2017,7,"IIT","Indian Institute of Technology Madras","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",991,2802
2017,7,"IIT","Indian Institute of Technology Madras","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",82,82
2017,7,"IIT","Indian Institute of Technology Madras","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",923,1333
2017,7,"IIT","Indian Institute of Technology Madras","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",61,61
2017,7,"IIT","Indian Institute of Technology Madras","Chemical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",577,855
2017,7,"IIT","Indian Institute of Technology Madras","Chemical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",363,386
2017,7,"IIT","Indian Institute of Technology Madras","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",2994,3507
2017,7,"IIT","Indian Institute of Technology Madras","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",1444,1509
2017,7,"IIT","Indian Institute of Technology Madras","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",967,975
2017,7,"IIT","Indian Institute of Technology Madras","Chemical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",474,474
2017,7,"IIT","Indian Institute of Technology Madras","Civil Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",2261,3632
2017,7,"IIT","Indian Institute of Technology Madras","Civil Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",85,85
2017,7,"IIT","Indian Institute of Technology Madras","Civil Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",791,1203
2017,7,"IIT","Indian Institute of Technology Madras","Civil Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",42,42
2017,7,"IIT","Indian Institute of Technology Madras","Civil Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",330,672
2017,7,"IIT","Indian Institute of Technology Madras","Civil Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",132,214
2017,7,"IIT","Indian Institute of Technology Madras","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",3645,4435
2017,7,"IIT","Indian Institute of Technology Madras","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN (PwD)","NA",97,97
2017,7,"IIT","Indian Institute of Technology Madras","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",1388,1676
2017,7,"IIT","Indian Institute of Technology Madras","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",556,861
2017,7,"IIT","Indian Institute of Technology Madras","Civil Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",246,276
2017,7,"IIT","Indian Institute of Technology Madras","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",26,177
2017,7,"IIT","Indian Institute of Technology Madras","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",7,7
2017,7,"IIT","Indian Institute of Technology Madras","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",23,80
2017,7,"IIT","Indian Institute of Technology Madras","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",38,54
2017,7,"IIT","Indian Institute of Technology Madras","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",18,22
2017,7,"IIT","Indian Institute of Technology Madras","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",200,265
2017,7,"IIT","Indian Institute of Technology Madras","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",112,128
2017,7,"IIT","Indian Institute of Technology Madras","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",68,76
2017,7,"IIT","Indian Institute of Technology Madras","Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",26,26
2017,7,"IIT","Indian Institute of Technology Madras","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",40,641
2017,7,"IIT","Indian Institute of Technology Madras","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",19,19
2017,7,"IIT","Indian Institute of Technology Madras","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",97,259
2017,7,"IIT","Indian Institute of Technology Madras","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",13,13
2017,7,"IIT","Indian Institute of Technology Madras","Electrical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",29,216
2017,7,"IIT","Indian Institute of Technology Madras","Electrical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",34,103
2017,7,"IIT","Indian Institute of Technology Madras","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",651,1095
2017,7,"IIT","Indian Institute of Technology Madras","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN (PwD)","NA",29,29
2017,7,"IIT","Indian Institute of Technology Madras","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",324,522
2017,7,"IIT","Indian Institute of Technology Madras","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",274,352
2017,7,"IIT","Indian Institute of Technology Madras","Electrical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",147,245
2017,7,"IIT","Indian Institute of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",1517,4173
2017,7,"IIT","Indian Institute of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN (PwD)","NA",61,61
2017,7,"IIT","Indian Institute of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",1085,1808
2017,7,"IIT","Indian Institute of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",545,1590
2017,7,"IIT","Indian Institute of Technology Madras","Engineering Design (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",530,737
2017,7,"IIT","Indian Institute of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","AI","OPEN","NA",773,2166
2017,7,"IIT","Indian Institute of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",638,999
2017,7,"IIT","Indian Institute of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","AI","SC","NA",533,1095
2017,7,"IIT","Indian Institute of Technology Madras","Engineering Physics (4 Years, Bachelor of Technology)","AI","ST","NA",337,390
2017,7,"IIT","Indian Institute of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",163,1222
2017,7,"IIT","Indian Institute of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",25,25
2017,7,"IIT","Indian Institute of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",307,520
2017,7,"IIT","Indian Institute of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",87,271
2017,7,"IIT","Indian Institute of Technology Madras","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",96,149
2017,7,"IIT","Indian Institute of Technology Madras","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",1249,1839
2017,7,"IIT","Indian Institute of Technology Madras","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN (PwD)","NA",80,80
2017,7,"IIT","Indian Institute of Technology Madras","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",533,793
2017,7,"IIT","Indian Institute of Technology Madras","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL (PwD)","NA",45,45
2017,7,"IIT","Indian Institute of Technology Madras","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",142,512
2017,7,"IIT","Indian Institute of Technology Madras","Mechanical Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",199,293
2017,7,"IIT","Indian Institute of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",3558,4546
2017,7,"IIT","Indian Institute of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",128,128
2017,7,"IIT","Indian Institute of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",1545,1861
2017,7,"IIT","Indian Institute of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",1155,1199
2017,7,"IIT","Indian Institute of Technology Madras","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",573,679
2017,7,"IIT","Indian Institute of Technology Madras","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",4425,4694
2017,7,"IIT","Indian Institute of Technology Madras","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",1877,2029
2017,7,"IIT","Indian Institute of Technology Madras","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",1239,1315
2017,7,"IIT","Indian Institute of Technology Madras","Metallurgical and Materials Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",836,836
2017,7,"IIT","Indian Institute of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",3799,5030
2017,7,"IIT","Indian Institute of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",162,162
2017,7,"IIT","Indian Institute of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",1872,2236
2017,7,"IIT","Indian Institute of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",1029,1489
2017,7,"IIT","Indian Institute of Technology Madras","Naval Architecture and Ocean Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",409,789
2017,7,"IIT","Indian Institute of Technology Madras","Naval Architecture and Ocean Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OPEN","NA",4715,5740
2017,7,"IIT","Indian Institute of Technology Madras","Naval Architecture and Ocean Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","OBC-NCL","NA",2312,2559
2017,7,"IIT","Indian Institute of Technology Madras","Naval Architecture and Ocean Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","SC","NA",1546,1681
2017,7,"IIT","Indian Institute of Technology Madras","Naval Architecture and Ocean Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))","AI","ST","NA",1020,1020
2017,7,"IIT","Indian Institute of Technology Madras","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","AI","OPEN","NA",2177,3753
2017,7,"IIT","Indian Institute of Technology Madras","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","AI","OPEN (PwD)","NA",132,132
2017,7,"IIT","Indian Institute of Technology Madras","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","AI","OBC-NCL","NA",2125,2679
2017,7,"IIT","Indian Institute of Technology Madras","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","AI","SC","NA",991,991
2017,7,"IIT","Indian Institute of Technology Madras","Physics (5 Years, Bachelor of Science and Master of Science (Dual Degree))","AI","ST","NA",929,929
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",4184,5507
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",186,186
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",2280,2592
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",1100,1451
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Chemical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",587,736
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",5210,6256
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",1762,1960
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",978,1177
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Civil Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",336,355
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",1100,1736
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",501,822
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",358,367
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",244,339
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",1897,3259
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",152,152
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",881,1334
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",634,703
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Electrical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",396,444
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Materials Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",6328,7835
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Materials Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",2051,3175
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Materials Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",1542,1871
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Materials Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",888,922
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",3083,4080
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",1104,1479
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",300,762
2017,7,"IIT","Indian Institute of Technology Gandhinagar","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",288,346
2017,7,"IIT","Indian Institute of Technology Patna","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",5943,8853
2017,7,"IIT","Indian Institute of Technology Patna","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",2608,2880
2017,7,"IIT","Indian Institute of Technology Patna","Chemical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",1407,1682
2017,7,"IIT","Indian Institute of Technology Patna","Chemical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",787,796
2017,7,"IIT","Indian Institute of Technology Patna","Civil Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",6919,8281
2017,7,"IIT","Indian Institute of Technology Patna","Civil Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",179,179
2017,7,"IIT","Indian Institute of Technology Patna","Civil Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",2024,2444
2017,7,"IIT","Indian Institute of Technology Patna","Civil Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",30,30
2017,7,"IIT","Indian Institute of Technology Patna","Civil Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",1015,1360
2017,7,"IIT","Indian Institute of Technology Patna","Civil Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",413,497
2017,7,"IIT","Indian Institute of Technology Patna","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",1942,3298
2017,7,"IIT","Indian Institute of Technology Patna","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",33,33
2017,7,"IIT","Indian Institute of Technology Patna","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",725,1122
2017,7,"IIT","Indian Institute of Technology Patna","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",52,52
2017,7,"IIT","Indian Institute of Technology Patna","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",259,664
2017,7,"IIT","Indian Institute of Technology Patna","Computer Science and Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",369,498
2017,7,"IIT","Indian Institute of Technology Patna","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",3649,6151
2017,7,"IIT","Indian Institute of Technology Patna","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",161,161
2017,7,"IIT","Indian Institute of Technology Patna","Electrical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",1448,1995
2017,7,"IIT","Indian Institute of Technology Patna","Electrical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",920,1299
2017,7,"IIT","Indian Institute of Technology Patna","Electrical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",450,614
2017,7,"IIT","Indian Institute of Technology Patna","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",5347,7237
2017,7,"IIT","Indian Institute of Technology Patna","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",1731,2234
2017,7,"IIT","Indian Institute of Technology Patna","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",858,1306
2017,7,"IIT","Indian Institute of Technology Patna","Mechanical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",509,618
2017,7,"IIT","Indian Institute of Technology Roorkee","Applied Mathematics (5 Years, Integrated Master of Science)","AI","OPEN","NA",1876,2589
2017,7,"IIT","Indian Institute of Technology Roorkee","Applied Mathematics (5 Years, Integrated Master of Science)","AI","OPEN (PwD)","NA",205,205
2017,7,"IIT","Indian Institute of Technology Roorkee","Applied Mathematics (5 Years, Integrated Master of Science)","AI","OBC-NCL","NA",840,1562
2017,7,"IIT","Indian Institute of Technology Roorkee","Applied Mathematics (5 Years, Integrated Master of Science)","AI","SC","NA",982,1135
2017,7,"IIT","Indian Institute of Technology Roorkee","Applied Mathematics (5 Years, Integrated Master of Science)","AI","ST","NA",636,708
2017,7,"IIT","Indian Institute of Technology Roorkee","Architecture (5 Years, Bachelor of Architecture)","AI","OPEN","NA",5062,14983
2017,7,"IIT","Indian Institute of Technology Roorkee","Architecture (5 Years, Bachelor of Architecture)","AI","OBC-NCL","NA",3134,4180
2017,7,"IIT","Indian Institute of Technology Roorkee","Architecture (5 Years, Bachelor of Architecture)","AI","SC","NA",2135,2320
2017,7,"IIT","Indian Institute of Technology Roorkee","Architecture (5 Years, Bachelor of Architecture)","AI","ST","NA",533,905
2017,7,"IIT","Indian Institute of Technology Roorkee","Bio Technology (4 Years, Bachelor of Technology)","AI","OPEN","NA",5478,6459
2017,7,"IIT","Indian Institute of Technology Roorkee","Bio Technology (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",259,259
2017,7,"IIT","Indian Institute of Technology Roorkee","Bio Technology (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",2154,2896
2017,7,"IIT","Indian Institute of Technology Roorkee","Bio Technology (4 Years, Bachelor of Technology)","AI","SC","NA",1651,1899
2017,7,"IIT","Indian Institute of Technology Roorkee","Bio Technology (4 Years, Bachelor of Technology)","AI","ST","NA",804,917
2017,7,"IIT","Indian Institute of Technology Roorkee","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OPEN","NA",2772,4078
2017,7,"IIT","Indian Institute of Technology Roorkee","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OPEN (PwD)","NA",123,123
2017,7,"IIT","Indian Institute of Technology Roorkee","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL","NA",1473,1723
2017,7,"IIT","Indian Institute of Technology Roorkee","Chemical Engineering (4 Years, Bachelor of Technology)","AI","OBC-NCL (PwD)","NA",78,78
2017,7,"IIT","Indian Institute of Technology Roorkee","Chemical Engineering (4 Years, Bachelor of Technology)","AI","SC","NA",867,1025
2017,7,"IIT","Indian Institute of Technology Roorkee","Chemical Engineering (4 Years, Bachelor of Technology)","AI","ST","NA",481,547
