year,round,type,institute,program,quota,category,gender,orank,crank
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",11914,12401
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",6613,7179
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Chemical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",4273,4273
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",122215,173936
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Civil Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",2784,7337
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",35288,37703
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",9155,11339
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",5260,5791
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",2214,2214
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",78092,121420
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",55802,55802
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",7706,16107
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",21001,26425
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA",1112,1112
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",6594,7479
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",4786,5006
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",2021,2021
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",80998,141261
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electrical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",32714,32714
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electrical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",10662,36493
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",30149,35992
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",9827,10688
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",4930,5481
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",3832,3832
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",67678,95112
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",31218,31218
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",11997,25054
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",30666,35253
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA",1709,1709
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",9379,10457
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",5505,5978
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",4241,4241
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",94941,154414
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",79162,79162
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",7125,17792
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",31936,34127
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",8769,10432
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",5642,5828
2017,7,"NIT","National Institute of Technology Arunachal Pradesh","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",2890,2890
2017,7,"NIT","National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",24757,32721
2017,7,"NIT","National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",7854,9348
2017,7,"NIT","National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",3112,6935
2017,7,"NIT","National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",1028,2104
2017,7,"NIT","National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",14630,25583
2017,7,"NIT","National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",5956,7329
2017,7,"NIT","National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",3138,4141
2017,7,"NIT","National Institute of Technology, Jamshedpur","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",1249,1589
2017,7,"NIT","National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",6280,13719
2017,7,"NIT","National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",337,337
2017,7,"NIT","National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",3010,4129
2017,7,"NIT","National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL (PwD)","NA",158,158
2017,7,"NIT","National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",1843,3388
2017,7,"NIT","National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",1272,2073
2017,7,"NIT","National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",6330,9640
2017,7,"NIT","National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA",268,268
2017,7,"NIT","National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",2472,3339
2017,7,"NIT","National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA",163,163
2017,7,"NIT","National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",2047,2550
2017,7,"NIT","National Institute of Technology, Jamshedpur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",1281,1667
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",13837,24027
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",708,708
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",5967,8107
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL (PwD)","NA",778,778
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",2783,6526
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",1579,2619
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",11057,17614
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA",978,978
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",4647,6050
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA",456,456
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",2759,3924
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",1238,1461
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",13879,22335
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",655,655
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",5142,7252
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",3766,4574
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",2094,3768
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",10975,15475
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA",916,916
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",3786,5546
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",2649,3343
2017,7,"NIT","National Institute of Technology, Jamshedpur","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",1914,2180
2017,7,"NIT","National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",14534,22363
2017,7,"NIT","National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",5081,6699
2017,7,"NIT","National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",2375,6165
2017,7,"NIT","National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",548,1903
2017,7,"NIT","National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",11362,17162
2017,7,"NIT","National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",3795,5771
2017,7,"NIT","National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",2686,3700
2017,7,"NIT","National Institute of Technology, Jamshedpur","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",1292,1322
2017,7,"NIT","National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",25520,37237
2017,7,"NIT","National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",1156,1156
2017,7,"NIT","National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",9043,11749
2017,7,"NIT","National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",7168,8163
2017,7,"NIT","National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",4341,5570
2017,7,"NIT","National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",26171,32763
2017,7,"NIT","National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA",1456,1456
2017,7,"NIT","National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",8009,11468
2017,7,"NIT","National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",4054,5943
2017,7,"NIT","National Institute of Technology, Jamshedpur","Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",3175,3853
2017,7,"NIT","National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",32469,38321
2017,7,"NIT","National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",10617,12099
2017,7,"NIT","National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",7669,10986
2017,7,"NIT","National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",4016,8335
2017,7,"NIT","National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",21500,30858
2017,7,"NIT","National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",7914,9673
2017,7,"NIT","National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",4740,5870
2017,7,"NIT","National Institute of Technology, Jamshedpur","Production and Industrial Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",4449,4449
2017,7,"NIT","National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",3491,25045
2017,7,"NIT","National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",1219,1219
2017,7,"NIT","National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",8641,13260
2017,7,"NIT","National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",565,5118
2017,7,"NIT","National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",2064,14474
2017,7,"NIT","National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",12788,22332
2017,7,"NIT","National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA",458,458
2017,7,"NIT","National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",5651,6901
2017,7,"NIT","National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA",196,196
2017,7,"NIT","National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",2704,3827
2017,7,"NIT","National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC (PwD)","NA",76,76
2017,7,"NIT","National Institute of Technology, Kurukshetra","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",736,1032
2017,7,"NIT","National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",3953,7227
2017,7,"NIT","National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",473,473
2017,7,"NIT","National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",2173,3757
2017,7,"NIT","National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",1262,2415
2017,7,"NIT","National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",1027,12008
2017,7,"NIT","National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",5157,8092
2017,7,"NIT","National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA",226,226
2017,7,"NIT","National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",2944,3418
2017,7,"NIT","National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",1582,1923
2017,7,"NIT","National Institute of Technology, Kurukshetra","Computer Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",1124,1444
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",10207,21351
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",1450,1450
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",5824,10910
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",3184,6194
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",10087,10087
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",10041,16314
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA",860,860
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",4418,5995
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA",827,827
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",1911,2941
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",911,1132
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",10364,14576
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",1136,1136
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",5529,9493
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",2951,5227
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",9911,14060
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",4297,5305
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA",621,621
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",2632,3598
2017,7,"NIT","National Institute of Technology, Kurukshetra","Electronics and Communication Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",829,1721
2017,7,"NIT","National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)","HS","OPEN","NA",7298,10082
2017,7,"NIT","National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",1799,1799
2017,7,"NIT","National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",3784,4867
2017,7,"NIT","National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)","HS","SC","NA",2465,3761
2017,7,"NIT","National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)","OS","OPEN","NA",6506,9868
2017,7,"NIT","National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA",1042,1042
2017,7,"NIT","National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",3478,4237
2017,7,"NIT","National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)","OS","SC","NA",1737,2487
2017,7,"NIT","National Institute of Technology, Kurukshetra","Information Technology (4 Years, Bachelor of Technology)","OS","ST","NA",1760,1976
2017,7,"NIT","National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",10315,19219
2017,7,"NIT","National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OPEN (PwD)","NA",1608,1608
2017,7,"NIT","National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",5199,9174
2017,7,"NIT","National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL (PwD)","NA",1060,1060
2017,7,"NIT","National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",1759,5794
2017,7,"NIT","National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",1076,12210
2017,7,"NIT","National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",11917,16224
2017,7,"NIT","National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OPEN (PwD)","NA",548,548
2017,7,"NIT","National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",3661,5913
2017,7,"NIT","National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL (PwD)","NA",532,532
2017,7,"NIT","National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",1784,3099
2017,7,"NIT","National Institute of Technology, Kurukshetra","Mechanical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",794,1213
2017,7,"NIT","National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",24452,37132
2017,7,"NIT","National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",9510,15253
2017,7,"NIT","National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",6205,8265
2017,7,"NIT","National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",21096,29194
2017,7,"NIT","National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",7415,10962
2017,7,"NIT","National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",4398,7031
2017,7,"NIT","National Institute of Technology, Kurukshetra","Production and Industrial Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",2559,3394
2017,7,"NIT","National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",123741,233519
2017,7,"NIT","National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",91681,96086
2017,7,"NIT","National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)","HS","SC","NA",41143,41143
2017,7,"NIT","National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)","HS","ST","NA",4074,11026
2017,7,"NIT","National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",33745,38068
2017,7,"NIT","National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",10623,11813
2017,7,"NIT","National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",6181,6575
2017,7,"NIT","National Institute of Technology, Manipur","Civil Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",2332,2332
2017,7,"NIT","National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",167727,704913
2017,7,"NIT","National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",14081,31695
2017,7,"NIT","National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",8239,9863
2017,7,"NIT","National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",4564,5683
2017,7,"NIT","National Institute of Technology, Manipur","Computer Science and Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",2438,3222
2017,7,"NIT","National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OPEN","NA",175543,632713
2017,7,"NIT","National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)","HS","OBC-NCL","NA",293980,293980
2017,7,"NIT","National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OPEN","NA",30141,36500
2017,7,"NIT","National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","OBC-NCL","NA",9158,11921
2017,7,"NIT","National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","SC","NA",5522,5910
2017,7,"NIT","National Institute of Technology, Manipur","Electrical Engineering (4 Years, Bachelor of Technology)","OS","ST","NA",3652,3652
